번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
3900,공중화장실,영통1동행정복지센터,수원시 영통구 봉영로1759번길 23(영통동),수원시 영통구 영통동 947-6,N,2,3,1,1,0,0,5,1,0,영통1동행정복지센터,031-228-8722,평일 09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-12-22
3901,공중화장실,클래식(서쪽),수원시 팔달구 동수원로335(인계동),수원시 팔달구 인계동 1128,N,5,7,1,0,0,4,5,1,9,수원시 팔달구 녹지공원과,031-228-7043,24시간,,,,지방자치단체,기타,수세식,여자화장실,Y,,,2020-12-22
3902,공중화장실,클래식(동쪽),수원시 팔달구 동수원로335(인계동),수원시 팔달구 인계동 1128,N,5,7,1,0,0,3,5,1,8,수원시 팔달구 녹지공원과,031-228-7043,24시간,,,,지방자치단체,기타,수세식,여자화장실,Y,,,2020-12-22
3903,공중화장실,염원,수원시 팔달구 동수원로335(인계동),수원시 팔달구 인계동 1128,N,3,5,1,0,0,2,6,0,7,수원시 팔달구 녹지공원과,031-228-7043,24시간,,,,지방자치단체,기타,수세식,여자화장실,N,여자화장실,,2020-12-22
3904,공중화장실,돌하루방,수원시 팔달구 동수원로397(인계동),수원시 팔달구 인계동 1117,N,3,3,1,0,0,1,3,1,6,수원시 팔달구 녹지공원과,031-228-7043,24시간,,,,지방자치단체,기타,수세식,여자화장실,Y,여자화장실,,2020-12-22
3905,공중화장실,까치,수원시 팔달구 동수원로 399(인계동),수원시 팔달구 인계동 1117,N,2,3,0,0,0,0,2,0,5,수원시 팔달구 녹지공원과,031-228-7043,24시간,,,,지방자치단체,기타,수세식,여자화장실,Y,없음,,2020-12-22
3906,공중화장실,청소년문화,,수원시 팔달구 인계동 351-1,N,2,3,1,0,0,1,7,1,4,수원시 팔달구 녹지공원과,031-228-7043,24시간,,,,지방자치단체,기타,수세식,여자화장실,Y,여자화장실,,2020-12-22
3907,공중화장실,수원화성박물관(1층 우측),"경기도 수원시 팔달구 창룡대로 21, 수원화성박물관 (매향동)",경기도 수원시 팔달구 매향동 49 수원화성박물관,N,0,1,0,0,0,0,1,0,0,수원화성박물,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-12-22
3908,공중화장실,수원화성박물관(2층),"경기도 수원시 팔달구 창룡대로 21, 수원화성박물관 (매향동)",경기도 수원시 팔달구 매향동 49 수원화성박물관,N,2,3,0,0,0,0,5,0,0,수원화성박물관,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,Y,,,2020-12-22
3909,공중화장실,수원화성박물관(지하1층),"경기도 수원시 팔달구 창룡대로 21, 수원화성박물관 (매향동)",경기도 수원시 팔달구 매향동 49 수원화성박물관,N,0,1,0,0,0,0,1,0,0,수원화성박물관,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-12-22
3910,공중화장실,수원세무서,"경기도 수원시 팔달구 매산로 61, 수원세무서 (매산로3가)",경기도 수원시 팔달구 매산로3가 28 수원세무서,N,8,12,1,1,0,0,8,1,0,수원세무서,,09:00~18:00,,,,국가,공공용시설,수세식,없음,Y,없음,,2020-12-22
3911,공중화장실,수원박물관,"경기도 수원시 영통구 창룡대로 265, 수원박물관 (이의동)",경기도 수원시 영통구 이의동 1088-10 수원박물관,N,6,8,1,1,0,0,18,1,1,수원박물관,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,Y,,,2020-12-22
3912,공중화장실,광교종합사회복지관,"경기도 수원시 영통구 대학2로 41, 광교종합사회복지관 (이의동)",경기도 수원시 영통구 이의동 1259-4 광교종합사회복지관,N,12,15,1,1,1,1,27,1,1,광교종합사회복지관,,06:00~22:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3913,공중화장실,수원시연화장(추모의 집지하층),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,2,3,0,0,0,0,2,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3914,공중화장실,수원시연화장(추모의 집1층),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,2,3,0,0,0,0,2,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,Y,없음,,2020-12-22
3915,공중화장실,수원시연화장(장례식장2층우측),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,4,4,0,0,0,0,4,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3916,공중화장실,수원시연화장(장례식장2층좌측),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,4,4,0,0,0,0,4,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3917,공중화장실,수원시연화장(장례식장1층우측),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,4,4,0,0,0,0,4,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,Y,없음,,2020-12-22
3918,공중화장실,수원시연화장(장례식장1층좌측),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,4,4,0,0,0,0,4,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3919,공중화장실,수원시연화장(승화원 우측),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,3,4,0,0,0,0,3,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3920,공중화장실,수원시연화장(승화원 좌측),"경기도 수원시 영통구 광교호수로 278, 수원시 연화장 (하동)",경기도 수원시 영통구 하동 20 수원시 연화장,N,3,4,0,0,0,0,3,0,0,수원시연화장,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3921,공중화장실,광교박물관,"경기도 수원시 영통구 광교로 182, 수원광교박물관 (이의동)",경기도 수원시 영통구 이의동 403-2 수원광교박물관,N,3,4,1,1,1,1,7,1,1,광교박물관,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-12-22
3922,공중화장실,수원시농업기술센터,경기도 수원시 권선구 온정로 45 (오목천동),경기도 수원시 권선구 오목천동 40,N,6,9,1,1,0,0,6,1,0,수원시농업기술센터,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-12-22
3923,공중화장실,서둔119안전센터,"경기도 수원시 권선구 서호동로 48, 서둔119안전센터 (서둔동)",경기도 수원시 권선구 서둔동 17-77 서둔119안전센터,Y,2,2,0,0,0,0,0,0,0,서둔119안전센터,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3924,공중화장실,고색119안전센터,"경기도 수원시 권선구 서부로 1614, 수원중부소방서 고색파출소 (고색동)",경기도 수원시 권선구 고색동 886-145 수원중부소방서 고색파출소,Y,3,3,0,0,0,0,3,0,0,고색119안전센터,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3925,공중화장실,도로교통관리사업소,"경기도 수원시 권선구 서부로 1600, 도로교통관리사업소 (고색동)",경기도 수원시 권선구 고색동 886-70 도로교통관리사업소,N,11,7,1,1,0,0,10,1,0,도로교통관리사업소,,09:00~18:00,,,,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-12-22
3926,공중화장실,남선주유소,수원시 권선구 권선로 334 (고색동),수원시 권선구 고색동 14-33,N,1,2,0,0,0,0,1,0,0,남선주유소,031-278-5185,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
3927,공중화장실,금강주유소,수원시 권선구 매송고색로 577 (오목천동),수원시 권선구 오목천동 274-1,Y,1,2,0,0,0,0,2,0,0,금강주유소,031-246-5151,24시간,,,,민간,주유소·충전소,수세식,,Y,없음,,2020-12-22
3928,공중화장실,덕원주유소,수원시 권선구 권선로 258 (고색동),수원시 권선구 고색동 888-6,N,1,2,0,0,0,0,2,0,0,덕원주유소,031-292-4799,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3929,공중화장실,청송주유소,수원시 권선구 권선로 331 (서둔동),수원시 권선구 서둔동 79-12,N,1,2,0,0,0,0,2,0,0,청송주유소,031-296-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3930,공중화장실,하이웨이주유소,수원시 권선구 매송고색로 513 (오목천동),수원시 권선구 오목천동 361-2,N,1,1,0,0,0,0,2,0,0,하이웨이주유소,031-294-5189,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3931,공중화장실,오목천주유소,수원시 권선구 오목천로 40 (오목천동),수원시 권선구 오목천동 559-6,N,1,1,0,0,0,0,2,0,0,오목천주유소,031-293-9008,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,Y,없음,,2020-12-22
3932,공중화장실,고색자연주유소,수원시 권선구 매송고색로 638 (고색동),수원시 권선구 고색동 533-10,N,1,1,0,0,0,0,1,0,0,고색자연주유소,031-221-5151,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3933,공중화장실,서수원주유소,수원시 권선구 서부로 1963 (구운동),수원시 권선구 구운동 217-11,N,1,1,0,0,0,0,1,0,0,서수원주유소,031-296-0017,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3934,공중화장실,행정타운주유소,수원시 권선구 권선로 98 (호매실동),수원시 권선구 호매실동 1395,N,1,1,0,0,0,0,1,0,0,행정타운주유소,031-292-5120,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3935,공중화장실,대성산업(주) 수원주유소,수원시 장안구 경수대로 868 (조원동),수원시 장안구 조원동 763-23,N,1,2,0,0,0,0,1,0,0,대성산업(주) 수원주유소,031-243-3535,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3936,공중화장실,(주)드림에너지 베트맨주유소,수원시 장안구 경수대로 818 (영화동),수원시 장안구 영화동 92-2,N,2,2,0,0,0,0,2,0,0,(주)드림에너지 베트맨주유소,031-228-5309,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3937,공중화장실,수안주유소,"수원시 장안구 경수대로 1246 (파장동, 수안주유소)",수원시 장안구 파장동 43-1,N,2,3,0,0,0,0,2,0,0,수안주유소,031-243-4412,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3938,공중화장실,노송주유소,수원시 장안구 서부로 2359(이목동),수원시 장안구 이목동 259,N,0,2,0,0,0,0,2,0,0,노송주유소,031-243-5149,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3939,공중화장실,SK송천주유소,수원시 장안구 송원로 32 (송죽동),수원시 장안구 송죽동 380-7,N,2,2,0,0,0,0,1,0,0,SK송천주유소,031-252-5525,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3940,공중화장실,천천주유소,수원시 장안구 덕영대로 557 (천천동),수원시 장안구 천천동 521,N,2,2,0,0,0,0,1,0,0,천천주유소,031-269-5151,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3941,공중화장실,영화셀프주유소,수원시 장안구 수성로290번길 3 (영화동),수원시 장안구 영화동 390-1,N,1,1,0,0,0,0,1,0,0,영화셀프주유소,031-244-2722,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3942,공중화장실,장안공원주유소,수원시 장안구 팔달로 227 (영화동),수원시 장안구 영화동 438-8,N,2,3,0,0,0,0,2,0,0,장안공원주유소,031-244-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3943,공중화장실,북수원셀프주유소,수원시 장안구 서부로 2201 (율전동),수원시 장안구 율전동 114-3,N,1,2,0,0,0,0,2,0,0,북수원셀프주유소,031-207-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,여자화장실,,2020-12-22
3944,공중화장실,솔밭주유소,수원시 장안구 장안로 357(정자동),수원시 장안구 정자동 574-6,Y,2,1,0,0,0,0,2,0,0,솔밭주유소,031-254-7027,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3945,공중화장실,기분좋은점,수원시 장안구 서부로 2175 (율전동),수원시 장안구 율전동 99-9,N,1,2,0,0,0,0,2,0,0,기분좋은점,031-207-5145,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3946,공중화장실,장안현대셀프주유소,수원시 장안구 서부로 2282(이목동),수원시 장안구 이목동 488,N,2,2,0,0,0,0,2,0,0,장안현대셀프주유소,031-251-5189,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3947,공중화장실,현대석유 서광주유소,"수원시 장안구 서부로 2370 (이목동, LG주유소)",수원시 장안구 이목동 243-5,N,2,2,0,0,0,0,1,0,0,현대석유 서광주유소,031-244-5260,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3948,공중화장실,대원주유소,수원시 장안구 경수대로 772 (영화동),수원시 장안구 영화동 37-317,Y,2,2,0,0,0,0,2,0,0,대원주유소,031-255-8061,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3949,공중화장실,대륙주유소,수원시 장안구 경수대로 831 (조원동),수원시 장안구 조원동 566-1,N,2,2,0,0,0,0,1,0,0,대륙주유소,031-248-5145,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3950,공중화장실,현대삼성주유소(태양제2),수원시 장안구 경수대로 1011 (송죽동),수원시 장안구 송죽동 440-4,Y,1,1,0,0,0,0,1,0,0,현대삼성주유소(태양제2),031-251-5159,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3951,공중화장실,유진주유소,수원시 장안구 경수대로 1121 (파장동),수원시 장안구 파장동 555-3,N,2,3,0,0,0,0,1,0,0,유진주유소,031-258-5155,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3952,공중화장실,금호주유소,수원시 장안구 경수대로 852 (조원동),수원시 장안구 조원동 774-28,N,1,2,0,0,0,0,2,0,0,금호주유소,031-258-2892,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3953,공중화장실,새한주유소,수원시 장안구 서부로 2348(이목동),수원시 장안구 이목동 266-1,N,2,2,0,0,0,0,2,0,0,새한주유소,031-269-5120,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3954,공중화장실,에이제이에너지(주)직영 정자현대주유소,수원시 장안구 정자천로 179(정자동),수원시 장안구 정자동 874-5,N,1,1,0,0,0,0,2,0,0,에이제이에너지(주)직영 정자현대주유소,031-269-0051,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3955,공중화장실,구도일삼익씨앤에스유통,수원시 장안구 경수대로 1104(파장동),수원시 장안구 파장동 219-1,N,2,2,0,0,0,0,2,0,0,구도일삼익씨앤에스유통,031-243-4412,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3956,공중화장실,동신주유소,수원시 장안구 장안로 260(정자동),수원시 장안구 정자동 434-14,N,1,1,0,0,0,0,0,0,0,동신주유소,031-241-7888,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3957,공중화장실,경진셀프주유소,수원시 장안구 경수대로 1059(파장동),수원시 장안구 파장동 585-4,N,2,2,0,0,0,0,2,0,0,경진셀프주유소,031-252-5149,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3958,공중화장실,당수파출소,수원시 권선구 당진로32번길 28-4(당수동),수원시 권선구 당수동 159-1,N,1,1,0,0,0,0,1,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3959,공중화장실,호매실파출소,수원시 권선구 금곡로 190(금곡동),수원시 권선구 금곡동 1119-1,N,1,1,0,0,0,0,1,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3960,공중화장실,유천파출소,수원시 팔달구 매산로116번길 50(매교동),수원시 팔달구 매교동 77-63,Y,1,1,0,0,0,0,1,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3961,공중화장실,고등파출소,수원시 팔달구 고등로 50 (고등등),수원시 팔달구고등동 105-25,Y,1,1,0,0,0,0,1,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3962,공중화장실,서호지구대,수원시 권선구 구운로73번길 18-13 (구운동),수원시 권선구 구운동 939-2,N,1,1,0,0,0,0,1,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3963,공중화장실,매산지구대,수원시 팔달구 덕영대로 924(팔달구),수원시 팔달구 매산로1가 18,N,1,1,0,0,0,0,1,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3964,공중화장실,수원서부경찰서 민원관,수원시 권선구 서부로 1673 (탑동),수원시 권선구 탑동 911,N,2,2,0,0,0,0,3,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3965,공중화장실,수원서부경찰서 본관,수원시 권선구 서부로 1673 (탑동),수원시 권선구 탑동 911,N,3,4,0,0,0,0,3,0,0,수원서부경찰서,,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3966,공중화장실,창룡문지구대,수원시 장안구 경수대로 758(연무동),수원시 팔달구 연무동 254-11,N,3,3,1,0,0,0,2,0,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3967,공중화장실,동부파출소,수원시 팔달구 경수대로 621(지동),수원시 팔달구 지동 480-6,N,1,1,0,0,0,0,1,0,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3968,공중화장실,행궁파출소,수원시 팔달구 창룡대로 48(남수동),수원시 팔달구 남수동 11-841,N,0,1,1,0,0,0,1,1,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3969,공중화장실,화서문지구대,수원시 팔달구 수성로182번길 3(화서동),수원시 팔달구 화서동 647-1,N,1,1,1,0,0,0,1,0,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3970,공중화장실,율천파출소,수원시 장안구 서부로 2124(율전동),수원시 장안구 율전동 497-7,N,0,1,1,0,0,0,1,0,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3971,공중화장실,노송지구대,수원시 장안구 이목로 58(파장동),수원시 장안구 파장동 566-14,N,1,1,1,0,0,0,1,1,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3972,공중화장실,장안문지구대,수원시 장안구 송정로 113(조원동),수원시 장안구 조원동 680-6,N,4,3,1,2,0,0,2,0,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,,N,없음,,2020-12-22
3973,공중화장실,수원중부경찰서 별관 1층,수원시 장안구 정자천로 199(정자동),수원시 장안구 정자동 873-4,N,2,5,1,0,0,0,2,1,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,,N,없음,,2020-12-22
3974,공중화장실,수원중부경찰서 본관 1층,수원시 장안구 정자천로 199(정자동),수원시 장안구 정자동 873-4,N,4,5,1,0,0,0,3,1,0,수원중부경찰서,031-299-5299,24시간,,,,국가,공공용시설,수세식,,N,없음,,2020-12-22
3975,공중화장실,세류지구대,수원시 권선구 정조로 370(세류동),수원시 권선구 세류동 1167-33,N,1,2,1,1,0,0,2,0,0,수원남부경찰서,031-232-2112,24시간,,,,국가,공공용시설,수거식,없음,N,없음,,2020-12-22
3976,공중화장실,광교지구대,수원시 영통구 에듀타운로 82(이의동),수원시 영통구 이의동 1347-6,N,4,2,1,1,0,0,2,0,0,수원남부경찰서,031-214-3112,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3977,공중화장실,권선파출소,수원시 권선구 권선로669번길 24-23(권선동),수원시 권선구 권선동 1012,N,2,2,1,1,0,0,1,1,0,수원남부경찰서,031-239-0112,24시간,,,,국가,공공용시설,수세식,장애인화장실,N,여자화장실,,2020-12-22
3978,공중화장실,인계파출소,수원시 팔달구 장다리로 312(인계동),수원시 팔달구 인계동 930-1,N,2,1,0,0,0,0,2,0,0,수원남부경찰서,031-299-1111,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3979,공중화장실,태장파출소,수원시 영통구 영통로143(망포동),수원시 영통구 망포동 396-1,N,1,1,0,0,0,0,1,0,0,수원남부경찰서,031-203-0112,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3980,공중화장실,영통지구대,수원시 영통구 청명로92(영통동),수원시 영통구 영통동 1046-2,N,2,2,1,1,0,0,1,1,0,수원남부경찰서,031-299-1142,24시간,,,,국가,공공용시설,수세식,없음,N,없음,,2020-12-22
3981,공중화장실,고색파출소,"경기도 수원시 권선구 매송고색로 750, 고색파출소 (고색동)",경기도 수원시 권선구 고색동 146-7 고색파출소,N,1,1,0,0,0,0,1,0,0,고색파출소,,24시간,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3982,공중화장실,재난안전본부(남부119안전센터),"경기도 수원시 권선구 동수원로 286, 수원남부소방서 (권선동)",경기도 수원시 권선구 권선동 1237 수원남부소방서,N,11,15,1,1,0,0,11,1,0,남부119안전센터,,09:00~18:00,,,,공공기관,공공용시설,수세식,없음,N,없음,,2020-12-22
3983,공중화장실,동문A주유소,수원시 영통구 창룡대로 370(이의동),수원시 영통구 이의동 835,N,2,2,0,0,0,0,2,0,0,동문A주유소,031-258-0282,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3984,공중화장실,(주)한미석유 성광주유소,수원시 영통구 창룡대로 243(이의동),수원시 영통구 이의동 1090-4,N,2,2,0,0,0,0,1,0,0,(주)한미석유 성광주유소,031-241-5185,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3985,공중화장실,망포에너지판매주식회사,수원시 영통구 영통로 157(망포동),수원시 영통구 망포동 369-5,N,2,3,0,0,0,0,3,0,0,망포에너지판매주식회사,031-204-0999,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3986,공중화장실,영통현대셀프주유소,수원시 영통구 삼성로 281(원천동),수원시 영통구 원천동 328-6,N,1,2,0,0,0,0,2,0,0,영통현대셀프주유소,031-217-0818,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3987,공중화장실,경희주유소,수원시 영통구 덕영대로 1729(영통동),수원시 영통구 영통동 1025-11,N,1,2,0,0,0,0,2,0,0,경희주유소,031-205-0878,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3988,공중화장실,한미석유 동수원톨게이트,수원시 영통구 창룡대로 363(이의동),수원시 영통구 이의동 832-4,N,2,2,0,0,0,0,2,0,0,한미석유 동수원톨게이트,031-256-5691,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3989,공중화장실,매탄동주유소,수원시 영통구 동탄원천로 1015(고색동),수원시 영통구 매탄동 825-13,N,2,2,0,0,0,0,1,0,0,매탄동주유소,031-217-5108,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3990,공중화장실,법원주유소,수원시 영통구 중부대로 309(원천동),수원시 영통구 원천동 90-11,N,1,2,0,0,0,0,1,0,0,법원주유소,031-214-5182,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3991,공중화장실,영통제일셀프주유소,수원시 영통구 영통로 317(매탄동),수원시 영통구 매탄동 540-5,N,2,2,0,0,0,0,2,0,0,영통제일셀프주유소,031-211-2255,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3992,공중화장실,지에스칼텍스(주) 영통주유소,수원시 영통구 청명로 107(영통동),수원시 영통구 영통동 996-2,N,2,2,0,0,0,0,2,0,0,지에스칼텍스(주) 영통주유소,031-205-6900,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3993,공중화장실,미래주유소,수원시 영통구 창룡대로 266(이의동),수원시 영통구 이의동 1282,N,1,2,0,0,0,0,1,0,0,미래주유소,031-245-5188,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3994,공중화장실,삼성주유소,수원시 영통구 매영로 248(원천동),수원시 영통구 원천동 409-2,N,1,2,0,0,0,0,2,0,0,삼성주유소,031-216-3001,06:00~22:00,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3995,공중화장실,유신주유소,수원시 영통구 영통로 299(매탄동),수원시 영통구 매탄동 548-5,N,2,2,0,0,0,0,2,0,0,유신주유소,031-216-1475,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3996,공중화장실,동수원현대셀프주유소,수원시 영통구 중부대로 277(원천동),수원시 영통구 원천동 73-1,N,1,1,0,0,0,0,1,0,0,동수원현대셀프주유소,031-216-9663,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3997,공중화장실,동문B주유소,수원시 영통구 창룡대로 380(이의동),수원시 영통구 이의동 422-10,N,2,2,0,0,0,0,2,0,0,동문B주유소,031-258-0282,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3998,공중화장실,(주) 휴세코 광교지점 희망주유소,수원시 영통구 광교호수로 124(하동),수원시 영통구 하동 1030,N,1,2,0,0,0,0,2,0,0,(주) 휴세코 광교지점 희망주유소,031-217-5144,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
3999,공중화장실,대호주유소,수원시 영통구 창룡대로 442(이의동),수원시 영통구 이의동 27-1,N,2,2,0,0,0,0,2,0,0,대호주유소,031-243-6022,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4000,공중화장실,(주)마봉 구도일주유소 광교신도시,수원시 영통구 광교호수로 328-142(하동),수원시 영통구 하동 2,N,1,2,0,0,0,0,2,0,0,(주)마봉 구도일주유소 광교신도시,031-228-8909,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
4001,공중화장실,인계현대셀프주유소,수원시 팔달구 경수대로 571 (인계동),수원시 팔달구 인계동 952-19,N,0,1,0,0,0,0,1,0,0,인계현대셀프주유소,031-232-4395,24시간,,,,민간,주유소·충전소,수세식,없음,N,없음,,2020-12-22
